ID_SITE	DATE	Season	Hour	Tide_Coefficient	Tide	PROF_TEXT	PROF_NUM	SiteName	gpsLat*	gpsLong*	SPM	qSPM	CHLA	qCHLA	POC	PON	C/N
15	13/12/2018	fall	07:31:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	4.08	2	0.64	2	183.843	25.628	7.173521149
15	11/01/2019	winter	07:21:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	1.735	2	0.92	2	138.88	13.684	10.14907922
15	31/01/2019	winter	13:32:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	32.54	2	2.18	2	782.946	90.319	8.668674365
15	11/02/2019	winter	08:18:00	62	PM	S	1	Bouee.13	44.6333	-1.23333	4.683	2	1.67	2	477.235	52.621	9.069287927
15	26/02/2019	winter	09:29:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	1.115	2	2.3	2	187.656	26.638	7.044673024
15	12/03/2019	winter	08:05:00	70	PM	S	1	Bouee.13	44.6333	-1.23333	6.745	2	4.01	2	519.861	74.03	7.02230177
15	26/03/2019	spring	07:57:00	73	PM	S	1	Bouee.13	44.6333	-1.23333	11.056	2	1.97	2	519.907	72.142	7.206717308
15	11/04/2019	spring	07:47:00	63	PM	S	1	Bouee.13	44.6333	-1.23333	3.995	2	2.21	2	378.361	49.661	7.618875979
15	25/04/2019	spring	07:35:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	2.57	2	1.05	2	271.27	30.642	8.852881666
15	10/05/2019	spring	07:04:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	9.16	2	1.97	2	320.905	35.161	9.126731322
15	24/05/2019	spring	06:47:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	3.1	2	3.33	2	396.036	67.457	5.870940006
15	11/06/2019	spring	10:05:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	3.361	2	1.51	2	295.669	41.378	7.145560443
15	10/07/2019	summer	09:54:00	60	PM	S	1	Bouee.13	44.6333	-1.23333	2.155	2	0.56	2	176.952	25.081	7.055221084
15	22/07/2019	summer	06:52:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	1.245	2	0.49	2	187.326	31.341	5.977026898
15	22/08/2019	summer	07:28:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	3.12	2	0.87	2	291.886	39.133	7.458819922
15	06/09/2019	summer	08:48:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	2.55	2	1.18	2	224.689	35.783	6.279210798
15	19/09/2019	summer	05:51:00	72	PM	S	1	Bouee.13	44.6333	-1.23333	1.575	2	1.1	2	201.557	40.588	4.965925889
15	21/10/2019	fall	08:28:00	45	PM	S	1	Bouee.13	44.6333	-1.23333	3.4	2	0.83	2	204.3	27.305	7.482146127
15	19/11/2019	fall	08:15:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	19.855	2	1.08	2	212.847	27.666	7.693450445
15	19/12/2019	fall	09:07:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	3.4	2	0.79	2	154.248	12.642	12.20123398
15	17/01/2020	winter	08:50:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	3.45	2	0.83	2	233.99	31.209	7.497516742
15	31/01/2020	winter	07:35:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	15.735	2	1.56	2	495.425	72.849	6.80071106
15	17/02/2020	winter	11:01:00	47	PM	S	1	Bouee.13	44.6333	-1.23333	11.265	2	1.74	2	587.915	84.92	6.923162977
15	28/02/2020	winter	06:35:00	75	PM	S	1	Bouee.13	44.6333	-1.23333	23.53	2	2.04	2	799.075	119.822	6.668850462
15	29/05/2020	spring	08:05:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	8.925	2	8.86	2	631.252	102.006	6.188381076
15	11/06/2020	spring	07:22:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	3.265	2	1.67	2	327.955	48.24	6.798403814
15	26/06/2020	spring	07:13:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	6.115	2	1.98	2	271.986	46.356	5.86733109
15	10/07/2020	summer	07:18:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	5.96	2	1.91	2	321.573	56.994	5.642225497
15	27/07/2020	summer	09:10:00	68	PM	S	1	Bouee.13	44.6333	-1.23333	2.95	2	0.91	2	236.9	38.837	6.099853233
15	26/08/2020	summer	09:31:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.9	2	1.24	2	338.68	50.59	6.694603677
15	08/09/2020	summer	06:48:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	5.16	2	1.15	2	267.408	53.516	4.996786008
15	24/09/2020	fall	08:32:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	1.255	2	1.87	2	267.479	50.881	5.256952497
15	08/10/2020	fall	06:56:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	5.55	2	1.33	2	228.883	36.565	6.259619855
15	22/10/2020	fall	07:25:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	8.23	2	1.85	2	342.461	49.813	6.874932247
15	10/11/2020	fall	11:17:00	42	PM	S	1	Bouee.13	44.6333	-1.23333	8.59	2	2.42	2	329.291	44.464	7.405788953
15	07/12/2020	fall	08:50:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	19.575	2	1.76	2	784.761	94.26	8.325493316
15	21/12/2020	winter	08:30:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	5.485	2	1.04	2	257.199	35.748	7.194780128
